"date","branch_office_id","sucursal","ventas","mes","dia","year","dia_semana"
"2024-01-23","32","UNIMARC LINARES","149748","1","23","2024","martes"
"2024-01-23","33","EL MUSEO","58949","1","23","2024","martes"
"2024-01-23","34","MALL CENTRO","519075","1","23","2024","martes"
"2024-01-23","35","MALL MELIPILLA","1320336","1","23","2024","martes"
"2024-01-23","38","MALL SAN BERNARDO","657186","1","23","2024","martes"
"2024-01-23","41","TOTTUS CATEDRAL","169916","1","23","2024","martes"
"2024-01-23","42","UNIV AUTONOMA","55462","1","23","2024","martes"
"2024-01-23","43","M10 VILLA ALEMANA","35244","1","23","2024","martes"
"2024-01-23","45","STRIP RECOLETA","38824","1","23","2024","martes"
"2024-01-23","46","CLINICA AUTONOMA","7984","1","23","2024","martes"
"2024-01-23","50","TOTTUS TALAGANTE","76059","1","23","2024","martes"
"2024-01-23","54","STA ISABEL VILLA ALEMANA","58655","1","23","2024","martes"
"2024-01-23","55","TOTTUS SAN BERNARDO ESTACION","65631","1","23","2024","martes"
"2024-01-23","56","STRIP IRARRAZAVAL","93782","1","23","2024","martes"
"2024-01-23","65","LIDER OSORNO","197606","1","23","2024","martes"
"2024-01-23","69","LIDER PUERTO MONTT","77773","1","23","2024","martes"
"2024-01-23","70","LIDER PUERTO VARAS","110840","1","23","2024","martes"
"2024-01-23","74","STA ISABEL LOS ANGELES","366261","1","23","2024","martes"
"2024-01-23","76","LIDER TALAGANTE","122941","1","23","2024","martes"
"2024-01-23","78","EDIFICIO BANCOESTADO","248529","1","23","2024","martes"
"2024-01-23","79","LIDER VALDIVIA","80336","1","23","2024","martes"
"2024-01-23","81","STA ISABEL VIÑA","63908","1","23","2024","martes"
"2024-01-23","84","STA ISABEL VICUÑA MACKENNA","41387","1","23","2024","martes"
"2024-01-23","89","LIDER GRAN AVENIDA","114454","1","23","2024","martes"
"2024-01-23","90","LIDER RANCAGUA","104538","1","23","2024","martes"
"2024-01-23","92","LIDER LIMACHE","203320","1","23","2024","martes"
"2024-01-23","93","LIDER OVALLE","96050","1","23","2024","martes"
"2024-01-23","96","LIDER TOBALABA","39286","1","23","2024","martes"
"2024-01-23","97","UNIV BERNARDO OHIGGINS","103110","1","23","2024","martes"
"2024-01-23","99","LIDER COPIAPO","114538","1","23","2024","martes"
"2024-01-23","100","STRIP TALCA","100252","1","23","2024","martes"
"2024-01-23","101","LIDER QUILIN","137564","1","23","2024","martes"
"2024-01-23","103","TOTTUS LOS ANGELES","106848","1","23","2024","martes"
"2024-01-23","105","LIDER LOS ANGELES","436471","1","23","2024","martes"
"2024-01-23","106","LIDER ALAMEDA","377732","1","23","2024","martes"
"2024-01-23","107","EDIFICIO BüHLER","422227","1","23","2024","martes"
"2024-01-23","109","JUMBO LOS ANGELES","578991","1","23","2024","martes"
"2024-01-24","1","UNIMARC EL PAMPINO","303908","1","24","2024","miércoles"
"2024-01-24","2","UNIMARC EL PARQUE","94412","1","24","2024","miércoles"
"2024-01-24","5","UNIMARC LA SERENA","560840","1","24","2024","miércoles"
"2024-01-24","6","UNIMARC OVALLE","218067","1","24","2024","miércoles"
"2024-01-24","7","UNIMARC QUILLOTA","89454","1","24","2024","miércoles"
"2024-01-24","8","STA ISABEL REÑACA","461177","1","24","2024","miércoles"
"2024-01-24","9","STA ISABEL LOS CARRERAS","96429","1","24","2024","miércoles"
"2024-01-24","10","STA ISABEL VALPARAISO","47647","1","24","2024","miércoles"
"2024-01-24","11","STA ISABEL CLAUDIO VICUÑA","112647","1","24","2024","miércoles"
"2024-01-24","14","MALL PASEO DEL VALLE","400883","1","24","2024","miércoles"
"2024-01-24","15","UNIMARC VIÑA","123319","1","24","2024","miércoles"
"2024-01-24","16","ALVI MAIPU","74664","1","24","2024","miércoles"
"2024-01-24","17","UNIMARC FCO. BILBAO","58446","1","24","2024","miércoles"
"2024-01-24","19","UNIMARC LOS MILITARES","217689","1","24","2024","miércoles"
"2024-01-24","20","MEDS MAIPU","308656","1","24","2024","miércoles"
"2024-01-24","21","SODIMAC ÑUBLE","307815","1","24","2024","miércoles"
"2024-01-24","22","TOTTUS NATANIEL","250715","1","24","2024","miércoles"
"2024-01-24","23","TOTTUS SAN BERNARDO","387395","1","24","2024","miércoles"
"2024-01-24","24","TOTTUS VICUÑA MACKENNA","49286","1","24","2024","miércoles"
"2024-01-24","26","UNIMARC CHILLAN","345714","1","24","2024","miércoles"
"2024-01-24","27","UNIMARC OSORNO","168529","1","24","2024","miércoles"
"2024-01-24","29","UNIMARC CONCEPCION","176597","1","24","2024","miércoles"
"2024-01-24","32","UNIMARC LINARES","116765","1","24","2024","miércoles"
"2024-01-24","33","EL MUSEO","80840","1","24","2024","miércoles"
"2024-01-24","34","MALL CENTRO","557857","1","24","2024","miércoles"
"2024-01-24","35","MALL MELIPILLA","1267480","1","24","2024","miércoles"
"2024-01-24","38","MALL SAN BERNARDO","688571","1","24","2024","miércoles"
"2024-01-24","41","TOTTUS CATEDRAL","140000","1","24","2024","miércoles"
"2024-01-24","42","UNIV AUTONOMA","64160","1","24","2024","miércoles"
"2024-01-24","43","M10 VILLA ALEMANA","36538","1","24","2024","miércoles"
"2024-01-24","45","STRIP RECOLETA","9370","1","24","2024","miércoles"
"2024-01-24","46","CLINICA AUTONOMA","1260","1","24","2024","miércoles"
"2024-01-24","50","TOTTUS TALAGANTE","60395","1","24","2024","miércoles"
"2024-01-24","54","STA ISABEL VILLA ALEMANA","54874","1","24","2024","miércoles"
"2024-01-24","55","TOTTUS SAN BERNARDO ESTACION","57521","1","24","2024","miércoles"
"2024-01-24","56","STRIP IRARRAZAVAL","95882","1","24","2024","miércoles"
"2024-01-24","65","LIDER OSORNO","272857","1","24","2024","miércoles"
"2024-01-24","69","LIDER PUERTO MONTT","66849","1","24","2024","miércoles"
"2024-01-24","70","LIDER PUERTO VARAS","108403","1","24","2024","miércoles"
"2024-01-24","74","STA ISABEL LOS ANGELES","263529","1","24","2024","miércoles"
"2024-01-24","76","LIDER TALAGANTE","114201","1","24","2024","miércoles"
"2024-01-24","78","EDIFICIO BANCOESTADO","214622","1","24","2024","miércoles"
"2024-01-24","79","LIDER VALDIVIA","63697","1","24","2024","miércoles"
"2024-01-24","81","STA ISABEL VIÑA","67100","1","24","2024","miércoles"
"2024-01-24","84","STA ISABEL VICUÑA MACKENNA","47269","1","24","2024","miércoles"
"2024-01-24","89","LIDER GRAN AVENIDA","177521","1","24","2024","miércoles"
"2024-01-24","90","LIDER RANCAGUA","95462","1","24","2024","miércoles"
"2024-01-24","92","LIDER LIMACHE","218907","1","24","2024","miércoles"
"2024-01-24","93","LIDER OVALLE","73109","1","24","2024","miércoles"
"2024-01-24","96","LIDER TOBALABA","45378","1","24","2024","miércoles"
"2024-01-24","97","UNIV BERNARDO OHIGGINS","99202","1","24","2024","miércoles"
"2024-01-24","99","LIDER COPIAPO","101008","1","24","2024","miércoles"
"2024-01-24","100","STRIP TALCA","90841","1","24","2024","miércoles"
"2024-01-24","101","LIDER QUILIN","125881","1","24","2024","miércoles"
"2024-01-24","103","TOTTUS LOS ANGELES","128361","1","24","2024","miércoles"
"2024-01-24","105","LIDER LOS ANGELES","483907","1","24","2024","miércoles"
"2024-01-24","106","LIDER ALAMEDA","443194","1","24","2024","miércoles"
"2024-01-24","107","EDIFICIO BüHLER","370084","1","24","2024","miércoles"
"2024-01-24","109","JUMBO LOS ANGELES","596638","1","24","2024","miércoles"
"2024-01-25","1","UNIMARC EL PAMPINO","405206","1","25","2024","jueves"
"2024-01-25","2","UNIMARC EL PARQUE","124447","1","25","2024","jueves"
"2024-01-25","5","UNIMARC LA SERENA","656941","1","25","2024","jueves"
"2024-01-25","6","UNIMARC OVALLE","238664","1","25","2024","jueves"
"2024-01-25","7","UNIMARC QUILLOTA","79664","1","25","2024","jueves"
"2024-01-25","8","STA ISABEL REÑACA","410692","1","25","2024","jueves"
"2024-01-25","9","STA ISABEL LOS CARRERAS","94916","1","25","2024","jueves"
"2024-01-25","10","STA ISABEL VALPARAISO","36050","1","25","2024","jueves"
"2024-01-25","11","STA ISABEL CLAUDIO VICUÑA","121807","1","25","2024","jueves"
"2024-01-25","14","MALL PASEO DEL VALLE","350220","1","25","2024","jueves"
"2024-01-25","15","UNIMARC VIÑA","145462","1","25","2024","jueves"
"2024-01-25","16","ALVI MAIPU","63782","1","25","2024","jueves"
"2024-01-25","17","UNIMARC FCO. BILBAO","51219","1","25","2024","jueves"
"2024-01-25","19","UNIMARC LOS MILITARES","292352","1","25","2024","jueves"
"2024-01-25","20","MEDS MAIPU","314082","1","25","2024","jueves"
"2024-01-25","21","SODIMAC ÑUBLE","312269","1","25","2024","jueves"
"2024-01-25","22","TOTTUS NATANIEL","227436","1","25","2024","jueves"
"2024-01-25","23","TOTTUS SAN BERNARDO","387520","1","25","2024","jueves"
"2024-01-25","24","TOTTUS VICUÑA MACKENNA","39034","1","25","2024","jueves"
"2024-01-25","26","UNIMARC CHILLAN","386763","1","25","2024","jueves"
"2024-01-25","27","UNIMARC OSORNO","181426","1","25","2024","jueves"
"2024-01-25","29","UNIMARC CONCEPCION","145473","1","25","2024","jueves"
"2024-01-25","32","UNIMARC LINARES","112815","1","25","2024","jueves"
"2024-01-25","33","EL MUSEO","93269","1","25","2024","jueves"
"2024-01-25","34","MALL CENTRO","583967","1","25","2024","jueves"
"2024-01-25","35","MALL MELIPILLA","1176470","1","25","2024","jueves"
"2024-01-25","38","MALL SAN BERNARDO","620975","1","25","2024","jueves"
"2024-01-25","41","TOTTUS CATEDRAL","126978","1","25","2024","jueves"
"2024-01-25","42","UNIV AUTONOMA","70398","1","25","2024","jueves"
"2024-01-25","43","M10 VILLA ALEMANA","53076","1","25","2024","jueves"
"2024-01-25","45","STRIP RECOLETA","6471","1","25","2024","jueves"
"2024-01-25","46","CLINICA AUTONOMA","5463","1","25","2024","jueves"
"2024-01-25","50","TOTTUS TALAGANTE","78802","1","25","2024","jueves"
"2024-01-25","54","STA ISABEL VILLA ALEMANA","58866","1","25","2024","jueves"
"2024-01-25","55","TOTTUS SAN BERNARDO ESTACION","116054","1","25","2024","jueves"
"2024-01-25","56","STRIP IRARRAZAVAL","91176","1","25","2024","jueves"
"2024-01-25","65","LIDER OSORNO","241513","1","25","2024","jueves"
"2024-01-25","69","LIDER PUERTO MONTT","60294","1","25","2024","jueves"
"2024-01-25","70","LIDER PUERTO VARAS","92627","1","25","2024","jueves"
"2024-01-25","74","STA ISABEL LOS ANGELES","345787","1","25","2024","jueves"
"2024-01-25","76","LIDER TALAGANTE","133908","1","25","2024","jueves"
"2024-01-25","78","EDIFICIO BANCOESTADO","261260","1","25","2024","jueves"
"2024-01-25","79","LIDER VALDIVIA","107479","1","25","2024","jueves"
"2024-01-25","81","STA ISABEL VIÑA","79244","1","25","2024","jueves"
"2024-01-25","84","STA ISABEL VICUÑA MACKENNA","42017","1","25","2024","jueves"
"2024-01-25","89","LIDER GRAN AVENIDA","136134","1","25","2024","jueves"
"2024-01-25","90","LIDER RANCAGUA","97017","1","25","2024","jueves"
"2024-01-25","92","LIDER LIMACHE","196639","1","25","2024","jueves"
"2024-01-25","93","LIDER OVALLE","118193","1","25","2024","jueves"
"2024-01-25","96","LIDER TOBALABA","47269","1","25","2024","jueves"
"2024-01-25","97","UNIV BERNARDO OHIGGINS","130790","1","25","2024","jueves"
"2024-01-25","99","LIDER COPIAPO","112300","1","25","2024","jueves"
"2024-01-25","100","STRIP TALCA","67227","1","25","2024","jueves"
"2024-01-25","101","LIDER QUILIN","162858","1","25","2024","jueves"
"2024-01-25","103","TOTTUS LOS ANGELES","143991","1","25","2024","jueves"
"2024-01-25","105","LIDER LOS ANGELES","455546","1","25","2024","jueves"
"2024-01-25","106","LIDER ALAMEDA","366981","1","25","2024","jueves"
"2024-01-25","107","EDIFICIO BüHLER","389201","1","25","2024","jueves"
"2024-01-25","109","JUMBO LOS ANGELES","567352","1","25","2024","jueves"
"2024-01-25","110","LIDER QUILLOTA","26","1","25","2024","jueves"
"2024-01-26","1","UNIMARC EL PAMPINO","471144","1","26","2024","viernes"
"2024-01-26","2","UNIMARC EL PARQUE","121807","1","26","2024","viernes"
"2024-01-26","5","UNIMARC LA SERENA","641428","1","26","2024","viernes"
"2024-01-26","6","UNIMARC OVALLE","259580","1","26","2024","viernes"
"2024-01-26","7","UNIMARC QUILLOTA","111345","1","26","2024","viernes"
"2024-01-26","8","STA ISABEL REÑACA","675882","1","26","2024","viernes"
"2024-01-26","9","STA ISABEL LOS CARRERAS","92395","1","26","2024","viernes"
"2024-01-26","10","STA ISABEL VALPARAISO","49202","1","26","2024","viernes"
"2024-01-26","11","STA ISABEL CLAUDIO VICUÑA","110336","1","26","2024","viernes"
"2024-01-26","14","MALL PASEO DEL VALLE","421177","1","26","2024","viernes"
"2024-01-26","15","UNIMARC VIÑA","147899","1","26","2024","viernes"
"2024-01-26","16","ALVI MAIPU","72941","1","26","2024","viernes"
"2024-01-26","17","UNIMARC FCO. BILBAO","76177","1","26","2024","viernes"
"2024-01-26","19","UNIMARC LOS MILITARES","263193","1","26","2024","viernes"
"2024-01-26","20","MEDS MAIPU","303698","1","26","2024","viernes"
"2024-01-26","21","SODIMAC ÑUBLE","283656","1","26","2024","viernes"
"2024-01-26","22","TOTTUS NATANIEL","273740","1","26","2024","viernes"
"2024-01-26","23","TOTTUS SAN BERNARDO","403907","1","26","2024","viernes"
"2024-01-26","24","TOTTUS VICUÑA MACKENNA","33613","1","26","2024","viernes"
"2024-01-26","26","UNIMARC CHILLAN","482310","1","26","2024","viernes"
"2024-01-26","27","UNIMARC OSORNO","208235","1","26","2024","viernes"
"2024-01-26","29","UNIMARC CONCEPCION","34202","1","26","2024","viernes"
"2024-01-26","32","UNIMARC LINARES","176891","1","26","2024","viernes"
"2024-01-26","33","EL MUSEO","78949","1","26","2024","viernes"
"2024-01-26","34","MALL CENTRO","597437","1","26","2024","viernes"
"2024-01-26","35","MALL MELIPILLA","1240840","1","26","2024","viernes"
"2024-01-26","38","MALL SAN BERNARDO","752101","1","26","2024","viernes"
"2024-01-26","41","TOTTUS CATEDRAL","203949","1","26","2024","viernes"
"2024-01-26","42","UNIV AUTONOMA","62521","1","26","2024","viernes"
"2024-01-26","43","M10 VILLA ALEMANA","47168","1","26","2024","viernes"
"2024-01-26","45","STRIP RECOLETA","8319","1","26","2024","viernes"
"2024-01-26","46","CLINICA AUTONOMA","65126","1","26","2024","viernes"
"2024-01-26","50","TOTTUS TALAGANTE","87210","1","26","2024","viernes"
"2024-01-26","54","STA ISABEL VILLA ALEMANA","62101","1","26","2024","viernes"
"2024-01-26","55","TOTTUS SAN BERNARDO ESTACION","64706","1","26","2024","viernes"
"2024-01-26","56","STRIP IRARRAZAVAL","71849","1","26","2024","viernes"
"2024-01-26","65","LIDER OSORNO","339454","1","26","2024","viernes"
"2024-01-26","69","LIDER PUERTO MONTT","82731","1","26","2024","viernes"
"2024-01-26","70","LIDER PUERTO VARAS","96134","1","26","2024","viernes"
"2024-01-26","74","STA ISABEL LOS ANGELES","288026","1","26","2024","viernes"
"2024-01-26","76","LIDER TALAGANTE","132143","1","26","2024","viernes"
"2024-01-26","78","EDIFICIO BANCOESTADO","269958","1","26","2024","viernes"
"2024-01-26","79","LIDER VALDIVIA","104244","1","26","2024","viernes"
"2024-01-26","81","STA ISABEL VIÑA","68025","1","26","2024","viernes"
"2024-01-26","84","STA ISABEL VICUÑA MACKENNA","41513","1","26","2024","viernes"
"2024-01-26","89","LIDER GRAN AVENIDA","99832","1","26","2024","viernes"
"2024-01-26","90","LIDER RANCAGUA","173067","1","26","2024","viernes"
"2024-01-26","92","LIDER LIMACHE","230757","1","26","2024","viernes"
"2024-01-26","93","LIDER OVALLE","93614","1","26","2024","viernes"
"2024-01-26","96","LIDER TOBALABA","60252","1","26","2024","viernes"
"2024-01-26","97","UNIV BERNARDO OHIGGINS","100127","1","26","2024","viernes"
"2024-01-26","99","LIDER COPIAPO","109790","1","26","2024","viernes"
"2024-01-26","100","STRIP TALCA","120168","1","26","2024","viernes"
"2024-01-26","101","LIDER QUILIN","187311","1","26","2024","viernes"
"2024-01-26","103","TOTTUS LOS ANGELES","135546","1","26","2024","viernes"
"2024-01-26","105","LIDER LOS ANGELES","412900","1","26","2024","viernes"
"2024-01-26","106","LIDER ALAMEDA","400210","1","26","2024","viernes"
"2024-01-26","107","EDIFICIO BüHLER","301471","1","26","2024","viernes"
"2024-01-26","109","JUMBO LOS ANGELES","572101","1","26","2024","viernes"
"2024-01-26","110","LIDER QUILLOTA","431638","1","26","2024","viernes"
"2024-02-01","1","UNIMARC EL PAMPINO","474916","2","1","2024","jueves"
"2024-02-01","2","UNIMARC EL PARQUE","123025","2","1","2024","jueves"
"2024-02-01","5","UNIMARC LA SERENA","765714","2","1","2024","jueves"
"2024-02-01","6","UNIMARC OVALLE","273865","2","1","2024","jueves"
"2024-02-01","7","UNIMARC QUILLOTA","201723","2","1","2024","jueves"
"2024-02-01","8","STA ISABEL REÑACA","509201","2","1","2024","jueves"
"2024-02-01","9","STA ISABEL LOS CARRERAS","137521","2","1","2024","jueves"
"2024-02-01","10","STA ISABEL VALPARAISO","44790","2","1","2024","jueves"
"2024-02-01","11","STA ISABEL CLAUDIO VICUÑA","148319","2","1","2024","jueves"
"2024-02-01","14","MALL PASEO DEL VALLE","476092","2","1","2024","jueves"
"2024-02-01","15","UNIMARC VIÑA","132689","2","1","2024","jueves"
"2024-02-01","16","ALVI MAIPU","80084","2","1","2024","jueves"
"2024-02-01","17","UNIMARC FCO. BILBAO","57311","2","1","2024","jueves"
"2024-02-01","19","UNIMARC LOS MILITARES","303277","2","1","2024","jueves"
"2024-02-01","20","MEDS MAIPU","379370","2","1","2024","jueves"
"2024-02-01","21","SODIMAC ÑUBLE","185587","2","1","2024","jueves"
"2024-02-01","22","TOTTUS NATANIEL","385504","2","1","2024","jueves"
"2024-02-01","23","TOTTUS SAN BERNARDO","616806","2","1","2024","jueves"
"2024-02-01","24","TOTTUS VICUÑA MACKENNA","38445","2","1","2024","jueves"
"2024-02-01","26","UNIMARC CHILLAN","382437","2","1","2024","jueves"
"2024-02-01","27","UNIMARC OSORNO","311386","2","1","2024","jueves"
"2024-02-01","29","UNIMARC CONCEPCION","211555","2","1","2024","jueves"
"2024-02-01","32","UNIMARC LINARES","233907","2","1","2024","jueves"
"2024-02-01","33","EL MUSEO","72143","2","1","2024","jueves"
"2024-02-01","34","MALL CENTRO","274537","2","1","2024","jueves"
"2024-02-01","35","MALL MELIPILLA","1448404","2","1","2024","jueves"
"2024-02-01","38","MALL SAN BERNARDO","920167","2","1","2024","jueves"
"2024-02-01","41","TOTTUS CATEDRAL","163698","2","1","2024","jueves"
"2024-02-01","42","UNIV AUTONOMA","42185","2","1","2024","jueves"
"2024-02-01","43","M10 VILLA ALEMANA","34765","2","1","2024","jueves"
"2024-02-01","45","STRIP RECOLETA","70252","2","1","2024","jueves"
"2024-02-01","50","TOTTUS TALAGANTE","141395","2","1","2024","jueves"
"2024-02-01","54","STA ISABEL VILLA ALEMANA","84958","2","1","2024","jueves"
"2024-02-01","55","TOTTUS SAN BERNARDO ESTACION","96135","2","1","2024","jueves"
"2024-02-01","56","STRIP IRARRAZAVAL","88235","2","1","2024","jueves"
"2024-02-01","65","LIDER OSORNO","408950","2","1","2024","jueves"
"2024-02-01","69","LIDER PUERTO MONTT","99160","2","1","2024","jueves"
"2024-02-01","70","LIDER PUERTO VARAS","131765","2","1","2024","jueves"
"2024-02-01","74","STA ISABEL LOS ANGELES","356009","2","1","2024","jueves"
"2024-02-01","76","LIDER TALAGANTE","238067","2","1","2024","jueves"
"2024-02-01","78","EDIFICIO BANCOESTADO","269747","2","1","2024","jueves"
"2024-02-01","79","LIDER VALDIVIA","96176","2","1","2024","jueves"
"2024-02-01","81","STA ISABEL VIÑA","62395","2","1","2024","jueves"
"2024-02-01","84","STA ISABEL VICUÑA MACKENNA","56429","2","1","2024","jueves"
"2024-02-01","89","LIDER GRAN AVENIDA","92773","2","1","2024","jueves"
"2024-02-01","90","LIDER RANCAGUA","91092","2","1","2024","jueves"
"2024-02-01","92","LIDER LIMACHE","207689","2","1","2024","jueves"
"2024-02-01","93","LIDER OVALLE","115042","2","1","2024","jueves"
"2024-02-01","96","LIDER TOBALABA","74033","2","1","2024","jueves"
"2024-02-01","97","UNIV BERNARDO OHIGGINS","103908","2","1","2024","jueves"
"2024-02-01","99","LIDER COPIAPO","222563","2","1","2024","jueves"
"2024-02-01","100","STRIP TALCA","116471","2","1","2024","jueves"
"2024-02-01","101","LIDER QUILIN","454243","2","1","2024","jueves"
"2024-02-01","103","TOTTUS LOS ANGELES","126176","2","1","2024","jueves"
"2024-02-01","105","LIDER LOS ANGELES","507437","2","1","2024","jueves"
"2024-02-01","106","LIDER ALAMEDA","586975","2","1","2024","jueves"
"2024-02-01","107","EDIFICIO BüHLER","462227","2","1","2024","jueves"
"2024-02-01","109","JUMBO LOS ANGELES","725295","2","1","2024","jueves"
"2024-02-01","110","LIDER QUILLOTA","390547","2","1","2024","jueves"
"2024-02-02","1","UNIMARC EL PAMPINO","2180925","2","2","2024","viernes"
"2024-02-02","2","UNIMARC EL PARQUE","1123404","2","2","2024","viernes"
"2024-02-02","5","UNIMARC LA SERENA","2497731","2","2","2024","viernes"
"2024-02-02","6","UNIMARC OVALLE","1173067","2","2","2024","viernes"
"2024-02-02","7","UNIMARC QUILLOTA","274874","2","2","2024","viernes"
"2024-02-02","8","STA ISABEL REÑACA","1132112","2","2","2024","viernes"
"2024-02-02","9","STA ISABEL LOS CARRERAS","372437","2","2","2024","viernes"
"2024-02-02","10","STA ISABEL VALPARAISO","1349370","2","2","2024","viernes"
"2024-02-02","11","STA ISABEL CLAUDIO VICUÑA","519160","2","2","2024","viernes"
"2024-02-02","14","MALL PASEO DEL VALLE","438067","2","2","2024","viernes"
"2024-02-02","15","UNIMARC VIÑA","471471","2","2","2024","viernes"
"2024-02-02","16","ALVI MAIPU","374958","2","2","2024","viernes"
"2024-02-02","17","UNIMARC FCO. BILBAO","151471","2","2","2024","viernes"
"2024-02-02","19","UNIMARC LOS MILITARES","264286","2","2","2024","viernes"
"2024-02-02","20","MEDS MAIPU","730294","2","2","2024","viernes"
"2024-02-02","21","SODIMAC ÑUBLE","875963","2","2","2024","viernes"
"2024-02-02","22","TOTTUS NATANIEL","1616344","2","2","2024","viernes"
"2024-02-02","23","TOTTUS SAN BERNARDO","2987607","2","2","2024","viernes"
"2024-02-02","24","TOTTUS VICUÑA MACKENNA","1165126","2","2","2024","viernes"
"2024-02-02","26","UNIMARC CHILLAN","730629","2","2","2024","viernes"
"2024-02-02","27","UNIMARC OSORNO","1626847","2","2","2024","viernes"
"2024-02-02","29","UNIMARC CONCEPCION","4553192","2","2","2024","viernes"
"2024-02-02","32","UNIMARC LINARES","742353","2","2","2024","viernes"
"2024-02-02","33","EL MUSEO","2691100","2","2","2024","viernes"
"2024-02-02","34","MALL CENTRO","467940","2","2","2024","viernes"
"2024-02-02","35","MALL MELIPILLA","3161891","2","2","2024","viernes"
"2024-02-02","38","MALL SAN BERNARDO","3550084","2","2","2024","viernes"
"2024-02-02","41","TOTTUS CATEDRAL","1030294","2","2","2024","viernes"
"2024-02-02","42","UNIV AUTONOMA","1818022","2","2","2024","viernes"
"2024-02-02","43","M10 VILLA ALEMANA","40059","2","2","2024","viernes"
"2024-02-02","45","STRIP RECOLETA","84748","2","2","2024","viernes"
"2024-02-02","46","CLINICA AUTONOMA","120000","2","2","2024","viernes"
"2024-02-02","50","TOTTUS TALAGANTE","258193","2","2","2024","viernes"
"2024-02-02","54","STA ISABEL VILLA ALEMANA","387437","2","2","2024","viernes"
"2024-02-02","55","TOTTUS SAN BERNARDO ESTACION","167059","2","2","2024","viernes"
"2024-02-02","56","STRIP IRARRAZAVAL","90000","2","2","2024","viernes"
"2024-02-02","65","LIDER OSORNO","1146975","2","2","2024","viernes"
"2024-02-02","69","LIDER PUERTO MONTT","603613","2","2","2024","viernes"
"2024-02-02","70","LIDER PUERTO VARAS","481639","2","2","2024","viernes"
"2024-02-02","74","STA ISABEL LOS ANGELES","1310840","2","2","2024","viernes"
"2024-02-02","76","LIDER TALAGANTE","380461","2","2","2024","viernes"
"2024-02-02","78","EDIFICIO BANCOESTADO","10863418","2","2","2024","viernes"
"2024-02-02","79","LIDER VALDIVIA","928067","2","2","2024","viernes"
"2024-02-02","80","OFICINA","2265611","2","2","2024","viernes"
"2024-02-02","81","STA ISABEL VIÑA","97311","2","2","2024","viernes"
"2024-02-02","84","STA ISABEL VICUÑA MACKENNA","626219","2","2","2024","viernes"
"2024-02-02","89","LIDER GRAN AVENIDA","210378","2","2","2024","viernes"
"2024-02-02","90","LIDER RANCAGUA","136261","2","2","2024","viernes"
"2024-02-02","92","LIDER LIMACHE","505630","2","2","2024","viernes"
"2024-02-02","93","LIDER OVALLE","385714","2","2","2024","viernes"
"2024-02-02","96","LIDER TOBALABA","57773","2","2","2024","viernes"
"2024-02-02","97","UNIV BERNARDO OHIGGINS","78530","2","2","2024","viernes"
"2024-02-02","99","LIDER COPIAPO","308949","2","2","2024","viernes"
"2024-02-02","100","STRIP TALCA","418067","2","2","2024","viernes"
"2024-02-02","101","LIDER QUILIN","1378108","2","2","2024","viernes"
"2024-02-02","103","TOTTUS LOS ANGELES","703992","2","2","2024","viernes"
"2024-02-02","105","LIDER LOS ANGELES","1582690","2","2","2024","viernes"
"2024-02-02","106","LIDER ALAMEDA","2207773","2","2","2024","viernes"
"2024-02-02","107","EDIFICIO BüHLER","320799","2","2","2024","viernes"
"2024-02-02","109","JUMBO LOS ANGELES","2837522","2","2","2024","viernes"
"2024-02-02","110","LIDER QUILLOTA","1150168","2","2","2024","viernes"
"2024-02-03","1","UNIMARC EL PAMPINO","515337","2","3","2024","sábado"
"2024-02-03","2","UNIMARC EL PARQUE","21345","2","3","2024","sábado"
"2024-02-03","5","UNIMARC LA SERENA","547563","2","3","2024","sábado"
"2024-02-03","6","UNIMARC OVALLE","153487","2","3","2024","sábado"
"2024-02-03","7","UNIMARC QUILLOTA","97269","2","3","2024","sábado"
"2024-02-03","8","STA ISABEL REÑACA","116260","2","3","2024","sábado"
"2024-02-03","10","STA ISABEL VALPARAISO","12101","2","3","2024","sábado"
"2024-02-03","14","MALL PASEO DEL VALLE","217101","2","3","2024","sábado"
"2024-02-03","16","ALVI MAIPU","26513","2","3","2024","sábado"
"2024-02-03","19","UNIMARC LOS MILITARES","140840","2","3","2024","sábado"
"2024-02-03","20","MEDS MAIPU","123739","2","3","2024","sábado"
"2024-02-03","21","SODIMAC ÑUBLE","349076","2","3","2024","sábado"
"2024-02-03","22","TOTTUS NATANIEL","311093","2","3","2024","sábado"
"2024-02-03","23","TOTTUS SAN BERNARDO","249538","2","3","2024","sábado"
"2024-02-03","26","UNIMARC CHILLAN","466092","2","3","2024","sábado"
"2024-02-03","27","UNIMARC OSORNO","412773","2","3","2024","sábado"
"2024-02-03","29","UNIMARC CONCEPCION","95882","2","3","2024","sábado"
"2024-02-03","32","UNIMARC LINARES","216849","2","3","2024","sábado"
"2024-02-03","33","EL MUSEO","48823","2","3","2024","sábado"
"2024-02-03","34","MALL CENTRO","826848","2","3","2024","sábado"
"2024-02-03","35","MALL MELIPILLA","1491260","2","3","2024","sábado"
"2024-02-03","38","MALL SAN BERNARDO","932942","2","3","2024","sábado"
"2024-02-03","41","TOTTUS CATEDRAL","54832","2","3","2024","sábado"
"2024-02-03","42","UNIV AUTONOMA","4580","2","3","2024","sábado"
"2024-02-03","50","TOTTUS TALAGANTE","113563","2","3","2024","sábado"
"2024-02-03","54","STA ISABEL VILLA ALEMANA","504","2","3","2024","sábado"
